"SDRs per currency unit for the period  January 01, 1994 - August 06, 2024",,,,,,,
,,,,,,,
Date,Chinese yuan   (CNY)                     ,Euro   (EUR)                     ,Japanese yen   (JPY)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,,
1-Feb-2016,0.110327,0.789942,0.00598337,1.03584,0.725783,,
2-Feb-2016,0.109954,0.789926,0.00599869,1.04349,0.723442,,
3-Feb-2016,0.109805,0.789821,0.00604029,1.04744,0.722419,,
4-Feb-2016,0.10879,0.801924,0.00606201,1.04459,0.71562,,
5-Feb-2016,0.108852,0.80107,0.00612149,1.03899,0.715113,,
8-Feb-2016,,0.796185,0.00611805,1.03416,0.717219,,
9-Feb-2016,,0.802785,0.00619667,1.03049,0.714476,,
10-Feb-2016,,0.802523,0.00621272,1.035,0.71291,,
11-Feb-2016,,0.80568,,1.02395,0.710038,,
12-Feb-2016,,0.802021,0.00633135,1.03384,0.711327,,
16-Feb-2016,0.10984,0.798656,0.0062397,1.03147,0.715257,,
17-Feb-2016,0.109749,0.797509,0.00629309,1.02489,0.716154,,
18-Feb-2016,0.109953,0.794425,0.00628822,1.02994,0.716731,,
19-Feb-2016,0.109907,0.795146,0.00634726,1.02389,0.716606,,
22-Feb-2016,0.110334,0.7931,0.00637,1.0158,0.7193,,
23-Feb-2016,0.11024,0.791756,0.00641397,1.01542,0.719647,,
24-Feb-2016,0.110453,0.792318,0.006444,1.00171,0.721535,,
25-Feb-2016,0.110166,0.793739,0.00642003,1.00421,0.719814,,
26-Feb-2016,0.110175,0.792653,0.00638193,1.00554,0.720201,,
29-Feb-2016,0.110567,0.788235,0.00638402,1.00296,0.723948,,
1-Mar-2016,0.110576,0.786615,0.00643705,1.01091,0.723524,,
2-Mar-2016,0.110576,0.786501,0.00635513,1.01435,0.724485,,
3-Mar-2016,0.110543,0.788547,0.0063398,1.0167,0.723371,,
4-Mar-2016,0.110431,0.790335,0.00633977,1.01922,0.720451,,
7-Mar-2016,0.110677,0.789765,0.00634168,1.02057,0.721049,,
8-Mar-2016,0.110538,0.792882,0.00636822,1.02231,0.718972,,
9-Mar-2016,0.110466,0.789672,0.00639575,1.02327,0.71965,,
10-Mar-2016,0.110537,0.781961,0.0063569,1.02324,0.720237,,
11-Mar-2016,0.110383,0.795081,0.00632888,1.02522,0.716935,,
14-Mar-2016,0.110329,0.796775,0.00629304,1.02795,0.716589,,
15-Mar-2016,0.110227,0.797062,0.00630097,1.01597,0.717492,,
16-Mar-2016,0.110146,0.794723,0.00633139,1.01258,0.718296,,
17-Mar-2016,0.109352,0.803454,0.00630228,1.02025,0.71033,,
18-Mar-2016,0.109919,0.802125,0.00638964,1.02892,0.711167,,
21-Mar-2016,0.109725,0.80213,,1.02432,0.711676,,
22-Mar-2016,0.109967,0.799964,0.00637328,1.01979,0.713489,,
23-Mar-2016,0.110105,0.798985,0.00636383,1.01384,0.715231,,
24-Mar-2016,0.11002,0.799105,0.00634963,1.01174,0.716429,,
25-Mar-2016,0.109919,,0.00633873,,0.716276,,
28-Mar-2016,0.109746,,0.00629731,,0.714745,,
29-Mar-2016,0.109799,0.800262,0.00629261,1.01967,0.714903,,
30-Mar-2016,0.109797,0.805063,0.00631381,1.02424,0.710935,,
31-Mar-2016,0.109754,0.808123,0.00630218,1.02235,0.709814,,
1-Apr-2016,0.109779,0.81128,0.00632493,1.01382,0.709657,,
4-Apr-2016,,0.808816,0.0063743,1.01138,0.710735,,
5-Apr-2016,0.109739,0.807405,0.00640781,1.00899,0.710306,,
6-Apr-2016,0.109807,0.806292,0.00644264,1.00082,0.711267,,
7-Apr-2016,0.109683,0.806519,0.00649505,0.999064,0.709714,,
8-Apr-2016,0.109611,0.806839,0.00652987,0.998981,0.710058,,
11-Apr-2016,0.10947,0.806847,0.00655302,1.00838,0.708382,,
12-Apr-2016,0.109452,0.806352,0.00654677,1.01304,0.707575,,
13-Apr-2016,0.109905,0.802965,0.00654132,1.01263,0.710714,,
14-Apr-2016,0.109797,0.801415,0.00651044,1.00711,0.712242,,
15-Apr-2016,0.109727,0.802797,0.00648361,1.0094,0.711447,,
18-Apr-2016,0.109664,0.803296,0.00657752,1.00849,0.710504,,
19-Apr-2016,0.109609,0.804695,0.00650426,1.01944,0.70942,,
20-Apr-2016,0.109569,0.80632,0.00648964,1.01869,0.708604,,
21-Apr-2016,0.10964,0.806278,0.00647278,1.02079,0.710064,,
22-Apr-2016,0.109575,0.801279,0.00650298,1.02282,0.711426,,
25-Apr-2016,0.109441,0.801447,0.00639044,1.02842,0.711512,,
26-Apr-2016,0.109385,0.801581,0.00639976,1.03438,0.710181,,
27-Apr-2016,0.10932,0.802033,0.00638222,1.03655,0.709575,,
28-Apr-2016,0.109144,0.80356,0.00633152,1.02953,0.707484,,
29-Apr-2016,0.108804,0.804541,0.00631423,1.03109,0.705552,,
2-May-2016,,0.807453,0.00660302,,0.702561,,
3-May-2016,0.108264,0.810712,,1.02816,0.700762,,
4-May-2016,0.10842,0.810255,,1.01977,0.704263,,
5-May-2016,0.108529,0.807482,,1.02081,0.705903,,
6-May-2016,0.108472,0.806201,0.00657156,1.02336,0.705523,,
9-May-2016,0.108662,0.805784,0.00657497,1.02139,0.707138,,
10-May-2016,0.108696,0.805831,0.00653225,1.02176,0.708423,,
11-May-2016,0.108623,0.80722,0.00650123,1.02054,0.707529,,
12-May-2016,0.108715,0.806037,0.00653011,1.02225,0.707733,,
13-May-2016,0.108715,0.80427,0.00651409,1.02143,0.708733,,
16-May-2016,0.108757,0.803408,0.0065209,1.01817,0.709474,,
17-May-2016,0.108772,0.802676,0.00650526,1.02657,0.709203,,
18-May-2016,0.108708,0.800974,0.00648298,1.02843,0.710146,,
19-May-2016,0.108701,0.796137,0.00645977,1.04066,0.711027,,
20-May-2016,0.108694,0.798034,0.00646658,1.03704,0.711324,,
23-May-2016,0.108644,0.798104,0.00648124,1.02967,0.71164,,
24-May-2016,0.108554,0.794609,0.00651084,1.03894,0.711505,,
25-May-2016,0.108594,0.793915,0.00646652,1.04436,0.712287,,
26-May-2016,0.108419,0.794312,0.00648349,1.04517,0.711239,,
27-May-2016,0.108412,0.794408,0.00647247,1.04238,0.711325,,
31-May-2016,0.108254,0.795079,0.0064166,1.042,0.71282,,
1-Jun-2016,0.108183,0.796552,0.00644017,1.0298,0.712862,,
2-Jun-2016,0.108206,0.796326,0.00652699,1.02715,0.711768,,
3-Jun-2016,0.108296,0.795446,0.00654505,1.02751,0.713149,,
6-Jun-2016,0.107866,0.803694,0.00662206,1.01919,0.708163,,
7-Jun-2016,0.107554,0.802125,0.00655881,1.03114,0.706843,,
8-Jun-2016,0.107494,0.803607,0.00659767,1.02898,0.706281,,
9-Jun-2016,,0.802212,0.00663444,1.02308,0.707231,,
10-Jun-2016,,0.800912,0.00661674,1.02169,0.708521,,
13-Jun-2016,0.107867,0.800276,0.00668883,1.00553,0.71022,,
14-Jun-2016,0.107914,0.798292,0.00670918,1.00731,0.711173,,
15-Jun-2016,0.107922,0.798599,0.00670245,1.00945,0.71113,,
16-Jun-2016,0.107933,0.794061,0.00678733,1.00405,0.710633,,
17-Jun-2016,0.107593,0.79777,0.00677055,1.01058,0.708877,,
20-Jun-2016,0.107209,0.799555,0.00674222,1.03176,0.705573,,
21-Jun-2016,0.107196,0.797618,0.00677217,1.03992,0.704983,,
22-Jun-2016,0.107256,0.796677,0.0067568,1.03646,0.706086,,
23-Jun-2016,0.106843,0.801007,0.00672065,1.04738,0.703316,,
24-Jun-2016,0.108276,0.791521,0.00704702,0.980139,0.715273,,
27-Jun-2016,0.10821,0.790283,0.00702758,0.949231,0.71857,,
28-Jun-2016,0.107733,0.793545,0.00702253,0.95601,0.716649,,
29-Jun-2016,0.107695,0.794488,0.00699609,0.961552,0.7164,,
30-Jun-2016,0.107589,0.793655,0.00694729,0.964225,0.714876,,
1-Jul-2016,0.107591,0.797658,0.00696163,0.951889,0.716352,,
5-Jul-2016,0.107352,0.797942,0.00700695,0.942124,0.7159,,
6-Jul-2016,0.107331,0.794696,0.00711543,0.931967,0.717947,,
7-Jul-2016,0.107375,0.795314,0.00711037,0.935355,0.717792,,
8-Jul-2016,0.107371,0.794932,0.00711691,0.932304,0.718096,,
11-Jul-2016,0.107596,0.79511,0.00714478,0.934141,0.719622,,
12-Jul-2016,0.107409,0.796876,0.00697499,0.945518,0.718424,,
13-Jul-2016,0.107371,0.795442,0.00688808,0.955292,0.718427,,
14-Jul-2016,0.107477,0.801958,0.00690153,0.950246,0.718794,,
15-Jul-2016,0.10735,0.798323,0.00679035,0.959307,0.7174,,
18-Jul-2016,0.107486,0.795849,,0.952816,0.72003,,
19-Jul-2016,0.107659,0.795032,0.00680325,0.948707,0.720464,,
20-Jul-2016,0.107984,0.794868,0.00680836,0.95055,0.721754,,
21-Jul-2016,0.108112,0.794654,0.00672912,0.951204,0.721429,,
22-Jul-2016,0.108243,0.794974,0.0068183,0.946044,0.721785,,
25-Jul-2016,0.108148,0.793252,0.00678681,0.948478,0.72232,,
26-Jul-2016,0.107997,0.792929,0.00690652,0.946006,0.721041,,
27-Jul-2016,0.108263,0.793495,0.00686591,0.945827,0.72195,,
28-Jul-2016,0.108039,0.797657,0.00685988,0.945752,0.719258,,
29-Jul-2016,0.10787,0.797557,0.00690076,0.945686,0.717679,,
1-Aug-2016,0.107844,0.799181,0.00698804,0.943568,0.715855,,
2-Aug-2016,0.107609,0.799936,0.00697584,0.945944,0.714675,,
3-Aug-2016,0.107642,0.799187,0.00704751,0.952317,0.71356,,
4-Aug-2016,0.107773,0.796703,0.007059,0.950449,0.71543,,
5-Aug-2016,0.107734,0.798419,0.0070685,0.941771,0.715686,,
8-Aug-2016,0.107848,0.796453,0.00703592,0.938618,0.718367,,
9-Aug-2016,0.107877,0.796176,0.00702198,0.93316,0.7187,,
10-Aug-2016,0.10767,0.80049,0.00705168,0.935337,0.715746,,
11-Aug-2016,0.107929,0.799472,,0.930435,0.716822,,
12-Aug-2016,0.10795,0.800301,0.00702905,0.929763,0.717244,,
15-Aug-2016,0.107906,0.801104,0.00707355,0.925712,0.716551,,
16-Aug-2016,0.10759,0.805573,0.00711221,0.925749,0.713212,,
17-Aug-2016,0.107627,0.804737,0.00710121,0.928345,0.713672,,
18-Aug-2016,0.107349,0.80545,0.00712891,0.935861,0.711465,,
19-Aug-2016,0.107053,0.80588,0.00709049,0.933529,0.711531,,
22-Aug-2016,0.107012,0.8056,0.00707168,0.932432,0.712542,,
23-Aug-2016,0.10705,0.806205,0.00710079,0.937172,0.711002,,
24-Aug-2016,0.106981,0.802078,0.00709336,0.942591,0.711819,,
25-Aug-2016,0.106984,0.803786,0.00708756,0.939554,0.711945,,
26-Aug-2016,0.106825,0.803827,0.00708791,0.939886,0.711981,,
29-Aug-2016,0.10721,0.799737,0.00702481,0.936845,0.715969,,
30-Aug-2016,0.107259,0.800091,0.0070278,0.937356,0.716414,,
31-Aug-2016,0.107382,0.798369,0.00696566,0.942236,0.717184,,
1-Sep-2016,0.107278,0.798755,0.00693266,0.949247,0.716629,,
2-Sep-2016,0.107157,0.801168,0.0069291,0.948904,0.715776,,
6-Sep-2016,0.107117,0.798519,0.00691385,0.953944,0.715583,,
7-Sep-2016,0.106916,0.800697,0.0070237,0.953469,0.712554,,
8-Sep-2016,0.106807,0.803931,0.00700074,0.951679,0.711695,,
9-Sep-2016,0.10678,0.803672,0.00697539,0.949671,0.713234,,
12-Sep-2016,0.106897,0.80158,0.00695741,0.947173,0.714039,,
13-Sep-2016,0.106872,0.802895,0.00700564,0.947312,0.713875,,
14-Sep-2016,0.107125,0.801745,0.00693206,0.943326,0.714695,,
15-Sep-2016,,0.803677,0.00696776,0.94436,0.714126,,
16-Sep-2016,,0.801927,0.00700685,0.940868,0.714348,,
19-Sep-2016,0.107425,0.799905,,0.934954,0.71644,,
20-Sep-2016,0.107414,0.801375,0.00703039,0.929277,0.716537,,
21-Sep-2016,0.107445,0.799269,0.00704297,0.93174,0.716833,,
22-Sep-2016,0.107069,0.802553,,0.93217,0.714142,,
23-Sep-2016,0.107176,0.801622,0.00707762,0.927433,0.71484,,
26-Sep-2016,0.107109,0.804649,0.00708811,0.923538,0.714481,,
27-Sep-2016,0.107111,0.801304,0.00708648,0.925285,0.714175,,
28-Sep-2016,0.107147,0.8023,0.00710622,0.930454,0.714744,,
29-Sep-2016,0.107206,0.802473,0.00705279,0.930772,0.715153,,
30-Sep-2016,0.107404,0.799605,0.00708773,0.928562,0.716428,,
3-Oct-2016,,0.803902,0.00705522,0.921883,0.71547,,
4-Oct-2016,,0.801369,0.00703929,0.916537,0.718008,,
5-Oct-2016,,0.804656,0.00697849,0.913322,0.717738,,
6-Oct-2016,,0.804061,0.00694833,0.913401,0.718874,,
7-Oct-2016,,0.803689,0.00695033,0.893003,0.721444,,
11-Oct-2016,0.107743,0.801498,0.00695949,0.886719,0.723439,,
12-Oct-2016,0.107898,0.798484,0.00699196,0.887969,0.724577,,
13-Oct-2016,0.107771,0.80011,0.00693655,0.884703,0.724869,,
14-Oct-2016,0.107861,0.798033,0.00698664,0.887469,0.725353,,
17-Oct-2016,0.107758,0.79836,0.00696908,0.883178,0.726178,,
18-Oct-2016,0.107583,0.796991,0.00698323,0.890371,0.724999,,
19-Oct-2016,0.107593,0.796116,0.0069858,0.89205,0.725126,,
20-Oct-2016,0.107683,0.796859,0.00700316,0.889754,0.725737,,
21-Oct-2016,0.107744,0.792555,0.00699241,0.888876,0.72805,,
24-Oct-2016,0.107555,0.792875,0.00700413,0.891083,0.728009,,
25-Oct-2016,0.107531,0.792304,0.00697641,0.891487,0.728756,,
26-Oct-2016,0.107528,0.79509,0.00697433,0.888899,0.727771,,
27-Oct-2016,0.107399,0.795394,0.00696171,0.892425,0.727916,,
28-Oct-2016,0.107531,0.796233,0.00692654,0.884663,0.729018,,
31-Oct-2016,0.107517,0.79674,0.00694544,0.885905,0.727882,,
1-Nov-2016,0.107136,0.800244,0.0069227,0.887999,0.725845,,
2-Nov-2016,0.106883,0.802147,0.00696379,0.890026,0.722981,,
3-Nov-2016,0.106942,0.799762,,0.900781,0.722851,,
4-Nov-2016,0.10676,0.800795,0.00700458,0.902257,0.721892,,
7-Nov-2016,0.106873,0.800987,0.00693306,0.899101,0.724089,,
8-Nov-2016,0.106972,0.800199,0.00694063,0.899372,0.724949,,
9-Nov-2016,0.106741,0.796784,0.00709424,0.899327,0.722903,,
10-Nov-2016,0.107375,0.794552,0.00688651,0.905038,0.729281,,
11-Nov-2016,0.1069,0.794359,0.00682757,0.919406,0.728502,,
14-Nov-2016,0.10709,0.788833,0.00680893,0.917146,0.73196,,
15-Nov-2016,0.10697,0.789482,0.00679684,0.911297,0.733379,,
16-Nov-2016,0.107093,0.787399,0.00674999,0.914315,0.735749,,
17-Nov-2016,0.106893,0.786834,0.00672645,0.917043,0.734192,,
18-Nov-2016,0.107036,0.783948,0.00666868,0.915786,0.737556,,
21-Nov-2016,0.107004,0.784482,0.00665211,0.913802,0.737919,,
22-Nov-2016,0.107092,0.7834,0.00667758,0.918763,0.737873,,
23-Nov-2016,0.107178,0.7833,,0.915919,0.738823,,
28-Nov-2016,0.107166,0.783268,0.0065992,0.917537,0.73977,,
29-Nov-2016,0.107317,0.782189,0.00660053,0.922637,0.739589,,
30-Nov-2016,0.107276,0.785588,0.00657249,0.919807,0.738682,,
1-Dec-2016,0.107182,0.78525,0.00645909,0.932591,0.73892,,
2-Dec-2016,0.107273,0.785318,0.00648854,0.931283,0.737942,,
5-Dec-2016,0.106913,0.788182,0.00647171,0.937688,0.736481,,
6-Dec-2016,0.106967,0.789401,0.00646922,0.937956,0.735421,,
7-Dec-2016,0.106929,0.790601,0.00644914,0.927907,0.736814,,
8-Dec-2016,0.10679,0.790723,0.00647915,0.931609,0.734736,,
9-Dec-2016,0.107356,0.782167,0.00647234,0.933319,0.740759,,
12-Dec-2016,0.107076,0.784421,0.00640952,0.935294,0.740299,,
13-Dec-2016,0.107199,0.784854,0.00642238,0.939938,0.73973,,
14-Dec-2016,0.106973,0.786162,0.00641309,0.934287,0.738596,,
15-Dec-2016,0.107631,0.777665,0.00634416,0.93172,0.746391,,
16-Dec-2016,0.107354,0.77873,0.00631118,0.927217,0.745981,,
19-Dec-2016,0.107411,0.77752,0.00635845,0.92628,0.746037,,
20-Dec-2016,0.107574,0.774931,0.00637764,0.923016,0.747714,,
21-Dec-2016,0.107416,0.77796,0.00633029,0.923235,0.746531,,
22-Dec-2016,0.107416,0.779306,0.00634773,0.920557,0.746176,,
23-Dec-2016,0.107408,0.779731,,0.914762,0.74644,,
27-Dec-2016,0.107408,0.779683,0.00635939,,0.746465,,
28-Dec-2016,0.107499,0.777617,0.00635746,0.91451,0.747637,,
29-Dec-2016,0.107302,0.780024,0.00639161,0.914493,0.74622,,
30-Dec-2016,0.107034,0.784107,0.0063687,0.915101,0.743864,,
3-Jan-2017,0.10757,0.776972,,0.919461,0.748168,,
4-Jan-2017,0.107308,0.778839,0.00632773,0.91663,0.746229,,
5-Jan-2017,0.108106,0.780782,0.00637677,0.914952,0.743531,,
6-Jan-2017,0.107031,0.784562,0.00640382,0.916298,0.740922,,
9-Jan-2017,0.107316,0.782448,,0.905217,0.744055,,
10-Jan-2017,0.107271,0.785075,0.00640529,0.902164,0.74295,,
11-Jan-2017,0.107489,0.781958,0.00641818,0.902754,0.744509,,
12-Jan-2017,0.106973,0.789434,0.00642538,0.908156,0.73924,,
13-Jan-2017,0.107362,0.788974,0.00643583,0.901462,0.740056,,
17-Jan-2017,0.107121,0.787482,0.0064587,0.900843,0.737067,,
18-Jan-2017,0.107758,0.786593,0.00652468,0.906086,0.737615,,
19-Jan-2017,0.107541,0.788238,0.00643625,0.910819,0.738881,,
23-Jan-2017,0.107379,0.788998,0.00646601,0.91554,0.736349,,
24-Jan-2017,0.107306,0.790687,0.00652297,0.916265,0.73566,,
25-Jan-2017,0.106881,0.789826,0.00647754,0.924809,0.735201,,
26-Jan-2017,0.106975,0.78754,0.00649276,0.926795,0.736019,,
27-Jan-2017,,0.787981,0.00641514,0.924648,0.737741,,
30-Jan-2017,,0.784853,0.006454,0.924325,0.738338,,
31-Jan-2017,,0.791491,0.00647824,0.917077,0.735928,,
1-Feb-2017,,0.791643,0.00649276,0.928034,0.733682,,
2-Feb-2017,,0.791896,0.00651284,0.928177,0.732694,,
3-Feb-2017,0.10711,0.790338,0.00651163,0.918737,0.735814,,
6-Feb-2017,0.107113,0.787537,0.00653213,0.917261,0.735191,,
7-Feb-2017,0.107223,0.78709,0.00659205,0.912656,0.737321,,
8-Feb-2017,0.107116,0.786445,0.00656056,0.921021,0.737407,,
9-Feb-2017,0.107298,0.787398,0.00656478,0.92467,0.736437,,
10-Feb-2017,0.107348,0.784997,0.00649554,0.91956,0.738543,,
13-Feb-2017,0.107321,0.784781,0.00648234,0.924991,0.738339,,
14-Feb-2017,0.107466,0.784483,0.00649667,0.9204,0.738476,,
15-Feb-2017,0.107858,0.781902,0.00647938,0.920429,0.740788,,
16-Feb-2017,0.107599,0.78646,0.00648503,0.922458,0.738321,,
17-Feb-2017,0.107425,0.786048,0.00650629,0.916391,0.738073,,
21-Feb-2017,0.107592,0.780608,0.0065271,0.920143,0.740826,,
22-Feb-2017,0.107774,0.779341,0.00652678,0.921747,0.741312,,
23-Feb-2017,0.107625,0.782412,0.00652796,0.923309,0.740009,,
24-Feb-2017,0.10742,0.782964,0.00653982,0.926325,0.738019,,
27-Feb-2017,0.107553,0.782636,0.00659155,0.917843,0.739242,,
28-Feb-2017,0.107525,0.782706,0.00656251,0.918832,0.738611,,
1-Mar-2017,0.107801,0.781113,0.00656271,0.913263,0.741586,,
2-Mar-2017,0.107873,0.780576,0.00651242,0.911761,0.742416,,
3-Mar-2017,0.10759,0.784659,0.00650063,0.907947,0.742697,,
6-Mar-2017,0.107472,0.785078,0.00651317,0.908636,0.741199,,
7-Mar-2017,0.10751,0.784491,0.00650671,0.904026,0.741765,,
8-Mar-2017,0.107548,0.783808,0.00653228,0.902092,0.742524,,
9-Mar-2017,0.107421,0.783563,0.00648937,0.90246,0.742643,,
10-Mar-2017,0.107291,0.78709,0.006442,0.901154,0.742118,,
13-Mar-2017,0.107137,0.788964,0.00644239,0.904538,0.739908,,
14-Mar-2017,0.10715,0.7882,0.00645552,0.899191,0.741417,,
15-Mar-2017,0.107215,0.78705,0.00645437,0.903344,0.740962,,
16-Mar-2017,0.106974,0.790963,0.00650287,0.906665,0.737426,,
17-Mar-2017,0.106701,0.791337,0.00649642,0.910919,0.737019,,
20-Mar-2017,0.106668,0.791933,,0.912137,0.736545,,
21-Mar-2017,0.10648,0.793431,0.0065175,0.915361,0.734522,,
22-Mar-2017,0.10665,0.793611,0.0065855,0.914191,0.734349,,
23-Mar-2017,0.106577,0.791788,0.00658494,0.917611,0.734089,,
24-Mar-2017,0.106418,0.792671,0.00658896,0.916799,0.733615,,
27-Mar-2017,0.106393,0.796502,0.00662627,0.920743,0.731474,,
28-Mar-2017,0.106342,0.795012,0.00662135,0.919217,0.732123,,
29-Mar-2017,0.106574,0.789212,0.00660211,0.912829,0.734287,,
30-Mar-2017,0.106682,0.789535,0.00660386,0.915829,0.73534,,
31-Mar-2017,0.106951,0.787929,0.00657744,0.917752,0.737002,,
3-Apr-2017,,0.785743,0.00662198,0.92143,0.737026,,
4-Apr-2017,,0.785081,0.00667116,0.917537,0.737096,,
5-Apr-2017,0.106841,0.786568,0.00664884,0.919198,0.736625,,
6-Apr-2017,0.106848,0.786032,0.00666924,0.917946,0.736951,,
7-Apr-2017,0.106934,0.784219,0.00668062,0.916533,0.737741,,
10-Apr-2017,0.107031,0.782103,0.00663586,0.91726,0.739368,,
11-Apr-2017,0.106952,0.783687,0.00666257,0.917303,0.738213,,
12-Apr-2017,0.106993,0.782096,0.0067362,0.921628,0.737479,,
13-Apr-2017,0.106913,0.782426,0.0067621,0.923087,0.736055,,
14-Apr-2017,0.106898,,0.00674331,,0.736167,,
17-Apr-2017,0.106828,,0.00679327,,0.735711,,
18-Apr-2017,0.106663,0.784877,0.00673479,0.930214,0.734766,,
19-Apr-2017,0.106399,0.785803,0.00674973,0.940728,0.732683,,
20-Apr-2017,0.106362,0.786941,0.00672216,0.937555,0.732379,,
21-Apr-2017,0.106612,0.784835,0.00671513,0.93853,0.733628,,
24-Apr-2017,0.106129,0.792789,0.00664137,0.936796,0.730816,,
25-Apr-2017,0.106077,0.795585,0.00664572,0.936425,0.730498,,
26-Apr-2017,0.106065,0.796021,0.00656277,0.937022,0.730764,,
27-Apr-2017,0.105943,0.794762,0.00656256,0.942233,0.730413,,
28-Apr-2017,0.105743,0.797215,0.00655624,0.94393,0.729382,,
1-May-2017,,,0.00655203,,0.730224,,
2-May-2017,0.105874,0.797066,0.00652007,0.943773,0.730248,,
3-May-2017,0.105941,0.797432,,0.944006,0.730316,,
4-May-2017,0.105925,0.798222,,0.941327,0.730504,,
5-May-2017,0.105755,0.799673,,0.943688,0.729562,,
8-May-2017,0.105704,0.798162,0.00647197,0.945711,0.729715,,
9-May-2017,0.105938,0.796634,0.00644636,0.94571,0.731662,,
10-May-2017,0.106041,0.796623,0.00643,0.947793,0.732056,,
11-May-2017,0.10609,0.795341,0.00641575,0.944339,0.732358,,
12-May-2017,0.106082,0.796477,0.00643067,0.941404,0.732325,,
15-May-2017,0.105789,0.800663,0.00643504,0.943399,0.729733,,
16-May-2017,0.105636,0.80531,0.00641637,0.938788,0.728194,,
17-May-2017,0.10539,0.80713,0.00644502,0.941809,0.726032,,
18-May-2017,0.105072,0.805973,0.00652265,0.943972,0.72421,,
19-May-2017,0.105095,0.80972,0.00650316,0.941981,0.724322,,
22-May-2017,0.10492,0.812815,0.00648504,0.939693,0.722952,,
23-May-2017,0.104907,0.810686,0.00650755,0.937331,0.722859,,
24-May-2017,0.105092,0.810494,0.00647682,0.938589,0.724108,,
25-May-2017,0.105299,0.811146,0.00647916,0.93744,0.723333,,
26-May-2017,0.105409,0.809236,0.00647894,0.929074,0.72279,,
30-May-2017,,0.809289,0.00653429,0.931882,0.724326,,
31-May-2017,0.105782,0.810578,0.00651082,0.927422,0.722376,,
1-Jun-2017,0.106193,0.810166,0.00650574,0.928199,0.722137,,
2-Jun-2017,0.106051,0.810884,0.00647591,0.929187,0.722906,,
5-Jun-2017,0.106081,0.811781,0.0065272,0.931394,0.721647,,
6-Jun-2017,0.106042,0.811344,0.00655941,0.930148,0.720682,,
7-Jun-2017,0.106232,0.809528,0.00659084,0.930989,0.721697,,
8-Jun-2017,0.106171,0.809976,0.00656645,0.933575,0.721325,,
9-Jun-2017,0.106433,0.808605,0.00655956,0.92274,0.723519,,
12-Jun-2017,0.106355,0.811184,0.00656004,0.917417,0.722916,,
13-Jun-2017,0.106361,0.810938,0.00657291,0.920429,0.722954,,
14-Jun-2017,0.106378,0.810093,0.00657069,0.920331,0.723104,,
15-Jun-2017,0.106464,0.807844,0.00659513,0.924398,0.723486,,
16-Jun-2017,0.106309,0.808686,0.0065194,0.925278,0.724175,,
19-Jun-2017,0.106097,0.810063,0.00651418,0.926013,0.723335,,
20-Jun-2017,0.106185,0.809331,0.00649536,0.919167,0.725467,,
21-Jun-2017,0.106215,0.808501,0.0065126,0.919799,0.725308,,
22-Jun-2017,0.106161,0.809937,0.0065242,0.91882,0.725165,,
23-Jun-2017,0.105977,0.809914,0.00650938,0.923359,0.724885,,
26-Jun-2017,0.106025,0.811055,0.00651332,0.923647,0.724998,,
27-Jun-2017,0.105878,0.815287,0.00645735,0.921698,0.7229,,
28-Jun-2017,0.105996,0.819779,0.00642895,0.924315,0.720685,,
29-Jun-2017,0.106079,0.82071,0.00640396,0.932386,0.719101,,
30-Jun-2017,0.105973,0.820188,0.00642047,0.932774,0.718707,,
3-Jul-2017,0.106077,0.818635,0.00639882,0.932836,0.720059,,
5-Jul-2017,0.106178,0.817667,0.00638319,0.931667,0.721747,,
6-Jul-2017,0.105883,0.820206,0.00637264,0.933457,0.720427,,
7-Jul-2017,0.105895,0.821699,0.00632827,0.928336,0.720031,,
10-Jul-2017,0.10596,0.820789,0.00631737,0.928118,0.720812,,
11-Jul-2017,0.105971,0.821875,0.00631132,0.929969,0.720627,,
12-Jul-2017,0.10593,0.823332,0.00633762,0.924729,0.71913,,
13-Jul-2017,0.106151,0.821771,0.00635959,0.930205,0.719778,,
14-Jul-2017,0.106052,0.820944,0.00633639,0.932741,0.71918,,
17-Jul-2017,0.105876,0.822141,,0.937192,0.717275,,
18-Jul-2017,0.105814,0.826314,0.00637357,0.9314,0.715114,,
19-Jul-2017,0.105926,0.825418,0.00638734,0.934061,0.715701,,
20-Jul-2017,0.105953,0.823334,0.00640985,0.927676,0.716878,,
21-Jul-2017,0.105416,0.830484,0.00637206,0.927643,0.713352,,
24-Jul-2017,0.105536,0.830012,0.006426,0.928704,0.712579,,
25-Jul-2017,0.105602,0.833713,0.00640558,0.929105,0.712941,,
26-Jul-2017,0.105567,0.830499,0.00637392,0.931066,0.713242,,
27-Jul-2017,0.105589,0.831696,0.00641313,0.935071,0.711216,,
28-Jul-2017,0.105519,0.834483,0.00640733,0.93103,0.71147,,
31-Jul-2017,0.105605,0.833032,0.00642564,0.932269,0.710354,,
1-Aug-2017,0.105412,0.83659,0.00642116,0.935781,0.708254,,
2-Aug-2017,0.10527,0.837399,0.00639205,0.936578,0.70792,,
3-Aug-2017,0.105301,0.839694,0.00639455,0.933682,0.708005,,
4-Aug-2017,0.10529,0.839369,0.00642374,0.929402,0.707254,,
7-Aug-2017,0.105624,0.836991,0.00640628,0.926139,0.709495,,
8-Aug-2017,0.105698,0.837341,0.00639973,0.92374,0.70877,,
9-Aug-2017,0.106305,0.832941,0.00646073,0.923222,0.710034,,
