Series Name,"Series Code","Country Name","Country Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Brazil","BRA","291848800","286156150","276000900","286042320","91487600","63251120","45676620","45689600","54092900","45443200","48244670","57678860","86057400","148955750","247485500","186111750","178813250","249899250","363634000","872448000","1105902000","876090000","69448800","206391500","452892700","1013373000","950668800","1177815300","1118341500","1193376000","1759065000","715686400","743147500","1143041870.74","1422240750","1769381250","1362532500","879015830.290001","1322440954.05","1063000000","581312545","303405132.182602","370156278.420998","450690509.235298","473080325.709503","554075215.900101","686677651.391907","900756680.208008","939729932.202972","1175000058.948","1518586283.08203","1654183991.034","3595005147.09601","2602273853.19","2605514542.91998","2290087409.19995","2479085472.01697","2804899480.29401","2775771629.40399","3298482574.47998","4095706104.13599","7587017256.65601","7554711677.97803","8597035542.06799"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","British Virgin Islands","VGB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Brunei Darussalam","BRN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","96892679.4335504","163853954.62481","176756766.40134","177594260.33074","154966697.28377","165229899.19506","188476874.42017","186506600.05129","220757242.89638","276034565.28935","265063525.638121","263960734.78934","301255071.86379"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Bulgaria","BGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","359611200","338915250.000002","397291039.829998","395130750","398739250","380696750","373841877.09182","372248886.65051","372557743.30575","352266245.79465","355361412.749","439365333.47025","534705875","560859000","656537400","812996730","1066616375","1114845550","1394827500","1802694300","1963813700","2136076800","1548625650","1553569200","1369732000","1484857220","1683116300","1666145000","1982184500","2482446970","2389427280","2379978020","2709581120"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Burkina Faso","BFA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Burundi","BDI","","","","","0","0","0","0","40265.8999999999","33827.2000000002","35912.5700000003","41928.4300000034","62368.9000000022","107872.25","179226.5","134780.25","129494.75","1500220.25","2055470","6738432","10152369","6845744.99995229","7868731.7999452","6570192.9999542","5309542.6","5631594","6732079.80000001","8337170.2","7065325.5","6906022.00000049","6630470","6089699.20000002","5739231.5","6727774.12777999","6600331.5","6660552.0345","6359168.11250001","4997824.57222","4956491.42778","4998643.1235","4726577.9","265716.5","329382.75","400977.25","420918","492993","610907.700000003","801233.75","835829.75","1045087.5","1350685.5","1471291","1599104","1157524.5","1158966","1018660","1106939.39999999","1252641.998","1238294.3438","1471479.956","1827127.86920001","1758529.65720001","1751041.8242","1992633.1328"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Cabo Verde","CPV","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60515200","58243200","57995200","65996800"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Cambodia","KHM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","115071645.60168","116051238","109733892.4","110553548","137042418","166829902","175126415.999997","205113816.000004","254173202.4","333359930","347753882","434817300","561963876","612093800","665320448","481597644","482197392","492718941.929279","720575368.821251","939743051.817101","1257650625.6943","1738359773.879","2764645531.6336","2952095134.4378","3062871500",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Cameroon","CMR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2474250","3390000","15206400","17508150","11805750","13569930","11330550","9249000","9810000.00000001","11727000","14523000","12307500","12030000","11532290","10591734.4","9982170.5","11701529.80046","11479870.5","11584709.5","11060514.5000001","8692651.09954","8620760.90046","8694148.49999999","8220875.30000001","8282281","10266733.5","12498306.5","13119852","15366402","19041757.8","24974147.5","26052491.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Canada","CAN","900466400","950245100","709922010","819082920","1029226720","1154745600","1051266060","1020694400","1033254000","877289600","844225670","989790180","1424490100","2463999750","4094048000","3078768000","2912621250","3630054650","5001380000","11355648000","12368889000","8134440000.00004","9258164699.99998","7694855000.00003","6208237100","6574662000","7710111600.00002","8964563800.00001","7031274750","6456501000","5684140000","4583716800","3313504750","2364604389.47","1488926250","1320364500","1139874750","895847430.870003","715758575.130001","523901250","324948800","290878000","205307250","45480250","47742000","55917000","69291300","90878750","94802750","118537500","153199500","166879000","181376000","115632000","115776000","58075280","0","0","0","0","0","0","0","0"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Cayman Islands","CYM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Central African Republic","CAF","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","923720","1921000","5836800","6720300","4531500","5208660","4349100","3422130","3629700","4338990","5373509.99999981","4553775","4451100","4283510","3934153.59999999","3707739.5","4346371.78873999","4264039.5","4302980.5","4108275.5","3228765.31125998","3202062.68873999","3229321.5","3053530.69999999","3076339","3813436.5","4642323.49999999","4873188","5707638","7072798.2","9276302.5","9676838.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Chad","TCD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","923720","1921000","5836800","6720299.99999996","4531499.99999997","5208660","4349100","3422130","3629700","4338990","5373510","4553774.99999999","4451100","4283433","3934082.88","3707672.84999999","4346293.658742","4263962.85000001","4302903.14999998","4108201.65000001","3228707.27125698","3202005.12874201","3229263.45","3053475.81","3076283.7","3813436.5","4642323.5","4873188","5707638","7072798.20000005","9276302.5","9676838.5","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Channel Islands","CHI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Chile","CHL","45888400","48014900","42890610","43183480","43338080","44040480","45430290","45372800","55559400","47766400","49851580","58725980","87939500.0000001","154456000","268187000","181904250","180026000","224991800","314140000","780288000","1004508000","676545000","782212800","0","0","0","701665500","876705100","748296000","702552000","715330000","658756800","622177750","728562231.350031","714378000","719896450","686583450","539191618.579998","351749147.778","354075975","20199520","20461000","2742000","3338000","3504000","4052700","5022030","6586625","6871025","8591250","11103450","12094900","13145600","9515550","9527400","8374000","9052610","10242350","10125035","12031700","14939690","14378790","14317565","16292960"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Colombia","COL","79352400","88367100","57129030","62126680","58193840","35120000","25125660","31187200","37123400","26153600","18161820","17452000","27842100","48155250.0000001","80008500","157921500","190401750","285528450","443186000","1186304000","1642936500","1337985000","1743987300","1611074500","421446100","602334000","785318100","330156200","452095500","246214000","241010000","305156800","161293000","118054426.978001","112138950","103262250","93051000","103891603.58","102888496.424999","95143950","89882375","90415500","112079250","136357300","143138400","167545800","140934690","184175375","191779875","239793750","309912750","509516800","553779200","400857600","401356800","119130591","212208172.501495","431980083.029999","529051596.029198","679241763.296997","251717811.833801","273573257.431801","272408380.367302","309992575.203201"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Comoros","COM","","","","","","","","","","","","","","","","","","","","","0","0","0","221270","175731","186390","222813","275937","233842.5","228570","219450","201552","189952.5","390649.990000002","383250","386750","369250","168025.80579","166636.19421","168054.75","158906.549999997","160093.5","198452.25","241587.75","253602","297027","368070.299999997","482741.25","503585.25","629662.5","813784.5","886449","963456","697405.5","698274","613740","663476.099999994","750301.971070975","741708.076531023","881379.899000019","1094404.98071104","1053316.32668298","1048831.29754704","1193538.59246898"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Congo, Dem. Rep.","COD","30509200","4007100","1087170","2139880","2914960","3125680","3483810","4118400","15000200","55228800","53252250","62783569.9999999","94364600","164334000","93250000","36465000","35035000","42887000","69608000","129024000","175671000","142305000","187329000","167860000","143667800","145515000","182550300","236240800","184612500","86616000","41580000","10254400","9331000","8594299.78","10731000","10829000","0","15804292.5446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Congo, Rep.","COG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","923720","1921000","5836800","6720300","4531500","5208660","4349099.99999999","3422130","3629700","4338990.00000001","5373510","4553775","4451100.00000001","4283586.99999996","3934224.32","3707806.15","4346449.918738","4264116.15000001","4303057.85","4108349.34999999","3228823.351262","3202120.24873801","3229379.55","3053585.59","3076394.30000001","3813436.5","4642323.5","4873188","5707638","7072798.20000005","9276302.5","9676838.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Costa Rica","CRI","2120727.6","2093920.65","2089154.97","2089750.68","2092133.52","2092133.52","2096303.49","2096899.2","2496024.9","2096899.2","2226168.27","2599082.73","3866157.9","6686844.75","11109991.5","8354832.75","8027192.2500003","12085886.5","18106442","44522496","51261741","11484172.499929","23661480.299782","33440382.499818","7068394.10000002","18954882","27124551","30294978","8725607.25","3271759","4258100","11199572.8","13197699.75","13618449.3013901","13025517.75","13119182.6675","723360.75","571984.219709873","545668.781040072","556409.25","540940.950000048","546961.609730005","733245.796910048","857649.891880035","820510.040709972","1042948.16793013","2431864.88329983","1734200","1867746.18809986","24980.2643704414","25688.2190694809","25499.6631698608","26085.2150096893","25318.3472299576","25753.2085399628","24728.0025596619","0","0","0","0","0","0","0","0"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Cote d'Ivoire","CIV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Croatia","HRV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","112365700","0"
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Cuba","CUB","1018160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves in monetary gold holdings (current US$),"(Total reserves in monetary gold holdings (current US$))","Curacao","CUW","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
